,Unnamed: 0,disentanglement,avg_corr_coef,IOSS,IRS,gaussian_total_correlation,gaussian_wasserstein_dependency,dataset,IOSS_classify,IRS_classify,gaussian_total_correlation_classify,gaussian_wasserstein_dependency_classify,avg_corr_coef_classify
0,0,entangled,0.3970749906301316,1.0761054305186115,0.5039141392978445,5.690501897997901,0.5531214416456455,mpi3d,True,True,True,True,False
1,1,disentangled,0.8395209301111317,0.8707938563101405,1.0,4.290896823520175,0.2953427485789591,mpi3d,True,True,True,True,False
0,0,entangled,0.0201385312548813,1.057730544795314,0.4844965797199847,5.316578149640682,0.4877367036131267,mpi3d,True,True,True,True,False
1,1,disentangled,0.834357797034746,0.9047031889285656,1.0,4.245577651847428,0.2959154723606845,mpi3d,True,True,True,True,False
0,0,entangled,0.1476749641179257,1.053739312153466,0.529433010041028,6.411374680164364,0.7031156810676303,mpi3d,True,True,True,True,False
1,1,disentangled,0.8344576581083388,0.8595555891740881,1.0,4.219663726669831,0.2954408544458947,mpi3d,True,True,True,True,False
0,0,entangled,0.0595110070113977,0.8548868546805165,0.5866689396080816,3.1704872220470586,0.3628126984109705,dsprites,True,True,False,False,False
1,1,disentangled,0.887228914392796,0.7253422801781104,1.0,3.234866737480523,0.426063489284323,dsprites,True,True,False,False,False
0,0,entangled,0.4053000466884504,0.5806397536879412,0.7101051658227034,0.5200224110400915,0.1639143389336977,cars3d,True,True,False,True,False
1,1,disentangled,0.9188285324043268,0.4969558127996803,1.0,1.6137200870366692,0.0182757424318961,cars3d,True,True,False,True,False
0,0,entangled,0.1089174764914439,0.7013664073573294,0.7749590066965781,1.953491941947716,0.4404117721972944,cars3d,True,True,True,True,False
1,1,disentangled,0.9101995377588674,0.4903835118663855,1.0,1.5164325477594929,0.0178888214673028,cars3d,True,True,True,True,False
0,0,entangled,0.0204388760578097,1.0453356801711944,0.5777804313604479,4.536475025082504,0.5087325565266196,mpi3d,True,True,True,True,False
1,1,disentangled,0.8402477380369536,0.8647714930187227,1.0,4.311628328549552,0.2977991375247393,mpi3d,True,True,True,True,False
0,0,entangled,0.1556096733135613,1.106606041537337,0.506352827666126,7.235300513182162,0.5771741581316905,mpi3d,True,True,True,True,False
1,1,disentangled,0.8386230923625563,0.8569464749764715,1.0,4.295835063181963,0.3009017319362907,mpi3d,True,True,True,True,False
0,0,entangled,0.1940845244493755,0.8330587482750769,0.5791611481641822,2.463308383233802,0.4678701829707925,dsprites,True,True,False,True,False
1,1,disentangled,0.8808639607613225,0.6949596349971876,1.0,3.1147339175235382,0.417168601774398,dsprites,True,True,False,True,False
0,0,entangled,0.2216036423905539,0.8483383005338205,0.6497692193631053,3.832370952458098,0.5973290855028801,dsprites,True,True,True,True,False
1,1,disentangled,0.8842864429705942,0.7212421767161811,1.0,3.190371476821749,0.4265142703654163,dsprites,True,True,True,True,False
0,0,entangled,0.1559815536215332,0.5736470642016959,0.7773167784174123,1.241217777975436,0.2009128363402829,cars3d,True,True,False,True,False
1,1,disentangled,0.9153136084007234,0.4963516340058585,1.0,1.5773909708255118,0.0182997820538954,cars3d,True,True,False,True,False
0,0,entangled,0.158958207593826,0.6409504752650528,0.5013220622709206,0.6997890325367155,0.0855758426904289,smallnorb,True,True,False,False,False
1,1,disentangled,0.9039758211508724,0.5434867665869558,1.0,2.4506801198610253,0.2754333856687773,smallnorb,True,True,False,False,False
0,0,entangled,0.1768342197758529,0.6985930246238536,0.5816583849504915,1.6562375439040538,0.3208031510317984,smallnorb,True,True,False,True,False
1,1,disentangled,0.8984745041445217,0.6037393360486305,1.0,2.366813831740787,0.2704079116985483,smallnorb,True,True,False,True,False
0,0,entangled,0.1965219078352486,0.6365756166862528,0.4737625799740445,0.5544824805208366,0.1536934928533097,smallnorb,True,True,False,False,False
1,1,disentangled,0.9018459265609352,0.5516277319727741,1.0,2.421012370441545,0.274527850214354,smallnorb,True,True,False,False,False
0,0,entangled,0.131370235584426,0.5961275379287383,0.7609828547588123,0.9807116859429216,0.2710315403837955,cars3d,True,True,False,True,False
1,1,disentangled,0.9073797931685996,0.4324618715743939,1.0,1.4890711565641466,0.0173539211722862,cars3d,True,True,False,True,False
0,0,entangled,0.1666896310127855,1.1387065138852248,0.5719125020927401,6.135222185555952,0.6474646973126591,mpi3d,True,True,True,True,False
1,1,disentangled,0.833471359726899,0.8698977932498212,1.0,4.18994957992804,0.2936266564855299,mpi3d,True,True,True,True,False
0,0,entangled,0.2250174230848655,0.7466148956898695,0.5742913644057391,1.636123600209197,0.2530208453707288,smallnorb,True,True,False,False,False
1,1,disentangled,0.896074095665131,0.5850132861874209,1.0,2.332065689181901,0.2596990916279191,smallnorb,True,True,False,False,False
0,0,entangled,0.2422235717774356,0.7681703329756261,0.6043442832254824,2.450659131860336,0.3496217093851028,smallnorb,True,True,False,True,False
1,1,disentangled,0.9049804202947136,0.6079699429743347,1.0,2.464443743296187,0.2803778420309686,smallnorb,True,True,False,True,False
0,0,entangled,0.2848221280268188,0.8463709662129587,0.6035629363650662,3.424477015884313,0.4048064348788885,dsprites,True,True,True,False,False
1,1,disentangled,0.8912451665976272,0.6817711128228675,1.0,3.306443531760552,0.4366768463285161,dsprites,True,True,True,False,False
0,0,entangled,0.2052273082582686,1.019353502852831,0.5487847953162306,4.13104570949657,0.5051836574707169,mpi3d,True,True,False,True,False
1,1,disentangled,0.8429909774881756,0.8809137157991711,1.0,4.401667743955399,0.3044712733087752,mpi3d,True,True,False,True,False
0,0,entangled,0.2342247369797034,0.7255937949285483,0.5306999388869647,1.444877149147526,0.2517137494771574,smallnorb,True,True,False,False,False
1,1,disentangled,0.8974932723196585,0.6271458590607283,1.0,2.3560267483564403,0.2685363684762939,smallnorb,True,True,False,False,False
0,0,entangled,0.040895903833535,0.7902755581656212,0.5989736202033893,2.4875436203069183,0.4538616487219277,smallnorb,True,True,True,True,False
1,1,disentangled,0.90439863620967,0.6018686686464753,1.0,2.4550474910820403,0.2734865043230031,smallnorb,True,True,True,True,False
0,0,entangled,0.1066611895167572,0.9876474235461964,0.4925606335994755,5.437082265950144,0.5226494875714721,mpi3d,True,True,True,True,False
1,1,disentangled,0.8302942168511956,0.8970117563158531,1.0,4.170146178361566,0.3056468981065616,mpi3d,True,True,True,True,False
0,0,entangled,0.1547903104203457,0.7011087398947654,0.5540234902762707,1.6235515314327422,0.3830484541902986,smallnorb,True,True,False,True,False
1,1,disentangled,0.8972470691448591,0.5812871314823301,1.0,2.3520075923381576,0.2778450390981579,smallnorb,True,True,False,True,False
0,0,entangled,0.2773144253548186,0.8641701167188899,0.6356642535434972,3.649804773485101,0.546334138708048,dsprites,True,True,True,True,False
1,1,disentangled,0.8886604766818658,0.7540017413594486,1.0,3.271006998003473,0.4331279326558064,dsprites,True,True,True,True,False
0,0,entangled,0.1092933543365459,0.6825698579599165,0.4628348084469267,0.6216858762313988,0.0859640953354798,smallnorb,True,True,False,False,False
1,1,disentangled,0.9001300455015077,0.5920413130052042,1.0,2.3915486519084594,0.2757841479900928,smallnorb,True,True,False,False,False
0,0,entangled,0.1222253629801054,0.5923580763672078,0.7369691195278046,1.0472439754256526,0.2452531586128549,cars3d,True,True,False,True,False
1,1,disentangled,0.913557771703607,0.4758643094236959,1.0,1.5485113636410954,0.0184673102620698,cars3d,True,True,False,True,False
0,0,entangled,0.2178187332556576,0.4137589296288999,0.6771580008477752,0.0677566996522727,0.0241254291049534,cars3d,False,True,False,True,False
1,1,disentangled,0.9178329145302254,0.5349011331936964,1.0,1.6031393195266057,0.0187873271357319,cars3d,False,True,False,True,False
0,0,entangled,0.6743753925847672,0.5509871868280347,0.7311148564446424,0.3916463216320176,0.107206562999167,cars3d,True,True,False,True,False
1,1,disentangled,0.9138500383654942,0.5123956947274313,1.0,1.5535204884499088,0.0176978231983549,cars3d,True,True,False,True,False
0,0,entangled,0.1443325750223223,1.1030829561143458,0.5666723977279626,6.82577752915296,0.6799144534016179,mpi3d,True,True,True,True,False
1,1,disentangled,0.8371297676689322,0.9078767711341824,1.0,4.253443759845162,0.3028141715059975,mpi3d,True,True,True,True,False
0,0,entangled,0.43815831817806,0.8469402173649015,0.6066723978194104,2.353560599776365,0.4199640633033424,dsprites,True,True,False,False,False
1,1,disentangled,0.8921771368567025,0.6806772086365868,1.0,3.322276334718228,0.4401338479365379,dsprites,True,True,False,False,False
0,0,entangled,0.2279119870576659,0.4989319217839467,0.7167331751531314,0.4490449435489501,0.129196924474483,cars3d,True,True,False,True,False
1,1,disentangled,0.9065998446262375,0.4738604426652255,1.0,1.4797798798310922,0.0175981452247714,cars3d,True,True,False,True,False
0,0,entangled,0.4995271681166525,0.4670914955523719,0.6660802367440619,0.2396000715710562,0.0751979123413816,cars3d,False,True,False,True,False
1,1,disentangled,0.9147785232083464,0.4997949185610438,1.0,1.562760740715575,0.0176658762717221,cars3d,False,True,False,True,False
0,0,entangled,0.2519395289452222,0.6591927595320239,0.4904899792333625,0.7466887021734627,0.1876891357484111,smallnorb,True,True,False,False,False
1,1,disentangled,0.8985556305033718,0.6046943914616021,1.0,2.3683803564165444,0.2686548155935537,smallnorb,True,True,False,False,False
0,0,entangled,0.076672656563206,0.8537345320757801,0.5762327886227464,2.740320627902703,0.4833980197178535,dsprites,True,True,False,True,False
1,1,disentangled,0.8836127960545332,0.6977003628171444,1.0,3.154135491241396,0.4122937164083506,dsprites,True,True,False,True,False
0,0,entangled,0.2032404786461153,1.036679237476473,0.6118642300932533,5.316699108344329,0.5783772698429948,mpi3d,True,True,True,True,False
1,1,disentangled,0.8362094521025463,0.8557104395892824,1.0,4.240820767302876,0.2924562367302541,mpi3d,True,True,True,True,False
0,0,entangled,0.1115956582991488,0.7289631349187011,0.5153610356423226,1.3235421110627716,0.2933651986137039,smallnorb,True,True,False,True,False
1,1,disentangled,0.8964986116541254,0.5820009884160732,1.0,2.3383105739026457,0.2703282568402305,smallnorb,True,True,False,True,False
0,0,entangled,0.2611852203801733,1.0534765539256854,0.4903283613673935,4.880230347478184,0.5299770313204503,mpi3d,True,True,True,True,False
1,1,disentangled,0.8390287564447438,0.8893469214627324,1.0,4.314643125022188,0.3037020989584386,mpi3d,True,True,True,True,False
0,0,entangled,0.2141122338223118,0.6484631322672793,0.7657766790192627,1.3766004660310132,0.2481356591006767,cars3d,True,True,False,True,False
1,1,disentangled,0.9041838090834003,0.5058018604417263,1.0,1.4524004229624747,0.0170805274948592,cars3d,True,True,False,True,False
0,0,entangled,0.162657499537184,1.057602592661551,0.4826322609259401,5.319973395775349,0.5698342869205035,mpi3d,True,True,True,True,False
1,1,disentangled,0.8428639912944784,0.8642110433051112,1.0,4.361251645238496,0.3029566711636949,mpi3d,True,True,True,True,False
0,0,entangled,0.0741623604631625,0.7030565441061055,0.4674511530656544,0.6380312764565232,0.1515457842008561,smallnorb,True,True,False,False,False
1,1,disentangled,0.9043130717400036,0.6324034751418188,1.0,2.4578433140941343,0.2758763735754696,smallnorb,True,True,False,False,False
0,0,entangled,0.1709784171773145,1.0987612103567044,0.4982489858912754,8.604241255813312,0.7181967708183754,mpi3d,True,True,True,True,False
1,1,disentangled,0.8395974450750044,0.926376968662897,1.0,4.298072199188392,0.2944801725297469,mpi3d,True,True,True,True,False
0,0,entangled,0.0621654454642135,1.0229558465523654,0.5226207161848762,5.085958004959444,0.4996279071845865,mpi3d,True,True,True,True,False
1,1,disentangled,0.842427974219924,0.9020884665660804,1.0,4.383952966295412,0.3078835419437335,mpi3d,True,True,True,True,False
0,0,entangled,0.128974002979952,1.0575166142722887,0.5081307276363237,6.759868913368586,0.7211268437892767,mpi3d,True,True,True,True,False
1,1,disentangled,0.8370110219990045,0.8901499229377076,1.0,4.266276021601465,0.2989532244128809,mpi3d,True,True,True,True,False
0,0,entangled,0.1462194294959029,0.5435548490776553,0.7008482278092756,0.285109998880007,0.0881992269189435,cars3d,True,True,False,True,False
1,1,disentangled,0.9092629279673362,0.4921787799413234,1.0,1.5083203530702338,0.0175399866583962,cars3d,True,True,False,True,False
0,0,entangled,0.0343172870553451,1.0337506130925302,0.4863934954470081,5.154063472276501,0.501757984816667,mpi3d,True,True,True,True,False
1,1,disentangled,0.8429510378696639,0.8785257413263552,1.0,4.380062596287736,0.3011804166084018,mpi3d,True,True,True,True,False
0,0,entangled,0.2479430708966269,0.4652961299233142,0.7571466911907907,0.1039566106607328,0.0154222471781088,cars3d,False,True,False,False,False
1,1,disentangled,0.9172024556448436,0.4713251582625753,1.0,1.5967329056868476,0.0188029057909807,cars3d,False,True,False,False,False
0,0,entangled,0.9519993160945752,0.6188389404968696,0.7028645068932812,2.11454137401663,0.5091654125176347,cars3d,True,True,True,True,True
1,1,disentangled,0.9139081673172902,0.4618864762340621,1.0,1.5541319795631878,0.017409020738639,cars3d,True,True,True,True,True
0,0,entangled,0.0475692190526272,0.8343510318344856,0.5828236125790371,3.0164764799656805,0.5349230590918839,dsprites,True,True,False,True,False
1,1,disentangled,0.8735299811627323,0.7360601947265931,1.0,3.062727456753466,0.4224156119973234,dsprites,True,True,False,True,False
0,0,entangled,0.0757915071177014,1.0474819061719582,0.4990973435006209,4.521996117649397,0.5217159058835542,mpi3d,True,True,True,True,False
1,1,disentangled,0.8304806126708432,0.9287444394665864,1.0,4.146987145981237,0.2942980331005113,mpi3d,True,True,True,True,False
0,0,entangled,0.1578615462798962,0.9992164710127056,0.5031010720633511,4.559647218785054,0.4240156854219633,mpi3d,True,True,True,True,False
